"ensembl_gene_id","gene_symbol","log2fc_p100_4h","padj_p100_4h","log2fc_p100_24h","padj_p100_24h","log2fc_c100_4h","padj_c100_4h","log2fc_c100_24h","padj_c100_24h","log2fc_pvc_4h","padj_pvc_4h","log2fc_pvc_24h","padj_pvc_24h"
"ENSMUSG00000000594","Gm2a",-0.0284883596599666,1,0.725349531807204,0.151284952454975,0.161623345936161,1,0.825623513561846,0.000275973495222985,-0.190111705596128,0.196039648266413,-0.100273981754642,0.231869785695082
"ENSMUSG00000000682","Cd52",0.347470339830704,1,1.2262686138891,3.08937550501172e-10,1.29618370231968,0.000548845187667524,1.73038333520202,1.32578977162605e-32,-0.948713362488973,8.15821430172225e-07,-0.504114721312915,3.00085109089667e-06
"ENSMUSG00000000686","Abhd15",-0.706954334306616,1,-1.54991070837336,0.00576174051099383,-2.38325569363329,7.83973652719251e-05,-2.55050326472957,1.15086071350678e-10,1.67630135932667,0.00035418496500209,1.00059255635621,0.00706258803159655
"ENSMUSG00000000732","Icosl",-0.852622008463493,1,-1.93445565315563,7.6978055396091e-25,-3.50104572031498,1.92131404891562e-23,-3.05659447808899,5.81175602753631e-66,2.64842371185148,1.06451864946435e-18,1.12213882493336,6.75103031346681e-12
"ENSMUSG00000000869","Il4",-0.614305318595687,1,-0.550669191109293,1,-1.56925068618666,0.00865112019228743,-1.11023733848937,0.246334273140668,0.954945367590968,0.010185162061321,0.559568147380078,0.168957154659993
"ENSMUSG00000000881","Dlg3",0.86385900271409,1,2.12703616204176,1.57749431362315e-16,2.44043803609306,0.00410348544938108,2.91963117110251,1.99751639536162e-38,-1.57657903337897,0.0168131012463391,-0.792595009060751,5.27839301534773e-05
"ENSMUSG00000000958","Slc7a7",-0.42377798745967,1,-1.17625194807377,1.08636191850104e-09,-1.35633047093609,0.0487196429307992,-1.58913103184662,2.5771566886335e-26,0.932552483476419,0.00695720197797698,0.41287908377285,0.000261693029538093
"ENSMUSG00000001020","S100a4",0.386353401709543,1,1.19234918565636,7.88164318167095e-09,0.214998572750225,1,1.35863063830105,1.54404182993967e-14,0.171354828959318,0.708994848978412,-0.166281452644692,0.206184669237055
"ENSMUSG00000001025","S100a6",0.315683871209586,1,0.82142464236349,0.109739994554175,0.371960648846273,1,1.13145955114954,4.65525559887198e-08,-0.0562767776366871,0.88798134601733,-0.310034908786051,0.00800169620257601
"ENSMUSG00000001095","Slc13a2",-0.192889167733852,1,-1.03386696509833,1,-0.730546532279331,1,-1.98124450909951,0.0317700272016971,0.537657364545479,NA,0.947377544001185,0.208566818145034
"ENSMUSG00000001131","Timp1",0.0917063726892686,1,0.740785872047941,1,0.92940345835071,1,1.56223664712302,0.000187547837095812,-0.837697085661441,0.521836171989522,-0.821450775075079,0.00331693909277888
"ENSMUSG00000001247","Lsr",-1.3267444531242,1,-0.860242143826254,1,-1.78672691137536,0.967877356391414,-1.82501749224348,0.012590427076567,0.459982458251158,NA,0.964775348417222,0.0877455951650143
"ENSMUSG00000001249","Hpn",-1.10596953047334,1,-1.10024247265798,0.841381697718317,-1.67343301100993,1,-2.06238901866755,0.000861381412583263,0.567463480536591,NA,0.962146546009574,0.0755401334686279
"ENSMUSG00000001270","Ckb",0.151367877296791,1,0.603688594044107,1,1.17956707616724,0.00108093591479565,1.46307609005601,0.000291436980595787,-1.02819919887045,2.56061417017977e-10,-0.859387496011902,0.000910313372665574
"ENSMUSG00000001348","Acp5",0.30019777856248,1,1.45308700742967,2.97134114214331e-13,2.23252767410825,2.55240779842199e-07,2.32027155223395,1.73960061855545e-54,-1.93232989554577,4.14490090967192e-10,-0.867184544804285,9.84617849287666e-16
"ENSMUSG00000001415","Smg5",0.12354589595648,1,0.63617246270692,1,1.15575811015751,0.000243072431041622,0.892775487057657,0.000816472595494584,-1.03221221420103,2.0271850258388e-13,-0.256603024350737,0.0103722833258729
"ENSMUSG00000001467","Cyp51",0.531575099075779,1,0.984379847833802,0.0469155804730863,0.808681594958918,1,1.33168609611048,8.84271260868674e-07,-0.277106495883139,0.730878459950564,-0.347306248276676,0.0615800526032272
"ENSMUSG00000001588","Acap1",0.816657625187889,1,1.91144347424798,0.000123465822318772,1.06448389178527,0.843665943311589,2.07198886610796,4.40039565165661e-06,-0.247826266597383,0.740556370443725,-0.160545391859983,0.744282529920475
"ENSMUSG00000001627","Ifrd1",0.712952675435252,1,0.624947326240476,1,1.45942239071062,0.00185502985635325,1.09930845359825,0.000466413816161916,-0.74646971527537,0.00951036377016434,-0.474361127357776,0.00256183274476295
"ENSMUSG00000001741","Il16",-0.917194541417087,1,-0.976768823286173,0.0862309479781726,-2.27343384426991,2.54200625156851e-09,-1.7070513608098,1.6194615626305e-12,1.35623930285282,5.63804460586124e-06,0.730282537523626,4.33675300676425e-05
"ENSMUSG00000001918","Slc1a5",0.343390046975532,1,1.06955018107355,0.000644204215361749,1.10178448257951,0.086100909096099,1.45816056785083,1.82985750473309e-12,-0.758394435603979,0.00178978375181796,-0.388610386777282,0.00800681266838793
"ENSMUSG00000001930","Vwf",0.0248441401002308,1,2.13275021760564,1.01457298811614e-112,0.858801926333681,0.371064494532057,2.31178896878813,1.03094145855936e-140,-0.833957786233451,2.65656588662064e-07,-0.17903875118249,0.0441921785514889
"ENSMUSG00000002020","Ltbp2",-0.484612820403073,1,-1.11725212096728,0.0671980309668089,-0.787538361539423,1,-1.09112512361134,0.048280342662634,0.302925541136351,0.839935183538539,-0.0261269973559343,0.950201694487834
"ENSMUSG00000002055","Spag5",0.135303653338307,1,0.792254141380896,1,-0.29630329905422,1,1.04515826547239,0.0299777928047731,0.431606952392528,0.0954108536800139,-0.252904124091499,0.293594876114981
"ENSMUSG00000002059","Rab34",-0.277092099410622,1,-0.767654624582487,0.209242012204965,-0.961426687161285,0.601761059342174,-1.16061583036191,6.61017174955766e-11,0.684334587750663,0.0307550863655303,0.392961205779424,9.79271112165319e-05
"ENSMUSG00000002068","Ccne1",0.486016833572498,1,0.654371691154989,1,0.876811391410102,1,1.25400310612333,0.031805122157555,-0.390794557837604,0.683814416495305,-0.599631414968336,0.0654047419280493
"ENSMUSG00000002104","Rapsn",-0.41602900722999,1,-1.21950755800478,0.0150339521600875,-1.73388773133087,0.0295673798126116,-2.33549023889468,8.51143496852631e-15,1.31785872410088,0.00676437331647081,1.1159826808899,1.65458730930527e-05
"ENSMUSG00000002228","Ppm1j",-0.217397025680969,1,1.8331502281469,0.000534459957831897,0.459830473628936,1,2.62696092979891,9.26852006642682e-11,-0.677227499309905,0.526897631287367,-0.793810701652015,0.0245042701478783
"ENSMUSG00000002233","Rhoc",0.528361447694705,1,1.33675383130582,4.20535665480857e-12,1.17801281020942,0.618631478863517,1.72864468083837,3.93686266412079e-28,-0.64965136251472,0.275509762827074,-0.391890849532545,0.00142068413249481
"ENSMUSG00000002289","Angptl4",-0.00710438915932739,1,-1.91084943957778,1.53674357997585e-10,-0.271235345828938,1,-3.0971721284567,3.89313131543463e-35,0.264130956669611,0.72944025829331,1.18632268887892,2.20738206906656e-07
"ENSMUSG00000002308","Cd320",0.224804063593645,1,0.614873028972399,1,1.16058327531075,0.464530585608434,1.18384457128278,0.0005559630228477,-0.935779211717103,0.0292666670513337,-0.568971542310378,0.00138920655178526
"ENSMUSG00000002489","Tiam1",0.489220751708147,1,1.32857923560124,5.39340952829215e-28,1.71422802423065,2.7279794495594e-14,1.55740849212469,3.02120836934963e-48,-1.2250072725225,1.01895600255933e-16,-0.228829256523445,0.00289262067452418
"ENSMUSG00000002504","Nherf2",0.642592978307429,1,2.90341091413351,9.21943155282173e-07,3.99891791320289,0.0018536853725402,4.12205968048223,2.95388158512098e-16,-3.35632493489546,0.00101141180437571,-1.21864876634872,0.0012187131416488
"ENSMUSG00000002565","Scin",0.477047970428624,1,2.70129941448399,0.00178730055540945,2.92706456877706,0.122030418178659,3.35135531769368,3.98721345104035e-06,-2.45001659834844,0.0546247880014922,-0.65005590320969,0.351677979902699
"ENSMUSG00000002602","Axl",-0.185435424988285,1,-0.240757006607305,1,-0.536758024779765,1,-0.929526149315542,0.00212450455371176,0.351322599791479,0.0857383021015094,0.688769142708237,7.17421969172833e-11
"ENSMUSG00000002668","Dennd1c",-0.463141980876889,1,-0.633524280140869,1,-1.10967401029319,0.0135622954230779,-1.06972282828858,3.99422866565724e-06,0.646532029416298,0.000923035151065365,0.436198548147707,0.000137835501576508
"ENSMUSG00000002733","Plekha3",0.772548236929608,1,1.04625457745254,1.08636191850104e-09,1.60446083290325,8.99777401336158e-08,1.26835880678532,2.27141920064378e-21,-0.83191259597364,2.60378557275229e-05,-0.222104229332781,0.0102824384026969
"ENSMUSG00000002881","Nab1",0.00683174940049713,1,-0.591715907512185,1,-0.497159548901998,1,-0.820848429075202,0.0196922138041261,0.503991298302495,9.41638999804481e-08,0.229132521563016,0.0317859301403952
"ENSMUSG00000002897","Il17ra",-0.362524489058872,1,-0.906397789375499,0.0150910152961918,-1.69683593208671,3.6717170710935e-06,-1.56933446495644,5.20786800324217e-21,1.33431144302784,1.21285874701242e-08,0.662936675580944,6.88261973481588e-09
"ENSMUSG00000002908","Kcnn1",-0.300049955251748,1,-1.57266276575479,0.0988525224296845,-1.36122687445387,1,-1.91744922755366,0.00544779119547659,1.06117691920212,0.471139624532197,0.344786461798873,0.625401060892427
"ENSMUSG00000002944","Cd36",0.863631329644181,1,0.745745084767183,1,1.38005702087161,0.0176972769731507,1.00566928920062,0.395835416133759,-0.516425691227434,0.156481048205123,-0.259924204433437,0.550908788127058
"ENSMUSG00000002985","Apoe",-0.617645113446804,1,-1.04574853397954,0.000238879954594947,-1.36463133904087,0.197938799767929,-1.53214589162448,8.62621850236329e-18,0.746986225594065,0.139378083118907,0.486397357644939,0.000110080542806416
"ENSMUSG00000003031","Cdkn1b",-0.34204361668973,1,-0.330783911017256,1,-1.13778741650026,0.00484297510104062,-0.703137795603777,0.634156821509138,0.795743799810535,7.08165231915523e-06,0.37235388458652,0.00183705603215828
"ENSMUSG00000003032","Klf4",1.23116912778445,0.254449396094914,3.33757290943672,1.17398456072069e-193,3.2066371759161,4.92890393962149e-37,3.67227828315368,1.33937525877274e-244,-1.97546804813165,1.88436301659542e-21,-0.33470537371695,0.000385438168509545
"ENSMUSG00000003153","Slc2a3",-0.23412773309278,1,-0.494792967367456,1,-1.16266066157396,0.00216477704750135,-0.783169664601324,0.552694286051682,0.928532928481185,4.47307368098274e-08,0.288376697233868,0.181733009910171
"ENSMUSG00000003279","Dlgap1",0.0408841600797229,1,3.19118769314666,0.42622513214653,-0.0740031892460692,1,4.55311833666698,0.0146467071465245,0.114887349325792,NA,-1.36193064352032,NA
"ENSMUSG00000003352","Cacnb3",-0.16613931654547,1,-1.76138811812341,0.301892590745402,-0.326080128448005,1,-2.18467186220617,0.035860009726904,0.159940811902535,0.929273001673959,0.423283744082763,NA
"ENSMUSG00000003382","Etv3",0.0361523956484427,1,0.690159192532889,0.128257089557604,0.962796550856256,0.00560332536047675,1.05156336255024,8.7751335619128e-27,-0.926644155207813,4.51401818043624e-16,-0.361404170017348,1.30131935685915e-15
"ENSMUSG00000003420","Fcgrt",-0.623373097096102,1,-0.684576683470734,1,-1.03655929809144,1,-1.10627071883385,0.000150863629439521,0.413186200995339,0.67002797898624,0.421694035363115,0.0059850826645502
"ENSMUSG00000003617","Cp",-1.03738176193169,1,-1.03298303095659,0.526519795132128,-1.09920179381701,0.656193888350058,-1.88443498498842,5.55506108896083e-06,0.0618200318853199,0.945060024251824,0.851451954031829,0.0117253616746935
"ENSMUSG00000003746","Man1a",0.741960711235275,1,0.412251670254239,1,0.86791762186629,0.0269509217289042,0.394115312792802,1,-0.125956910631015,0.428333907692279,0.0181363574614371,0.87863522549826
"ENSMUSG00000003779","Kif20a",0.0660024676826385,1,0.778061755907959,1,-0.259771908659645,1,1.07290759826989,0.0297086253268055,0.325774376342283,0.039346041680263,-0.294845842361934,0.244288219169418
"ENSMUSG00000003814","Calr",0.424519730418543,1,0.73006459646657,0.170966290004122,0.852398811677969,0.370479091626214,1.12518349767898,3.22557362151007e-17,-0.427879081259426,0.0191847011219518,-0.395118901212408,9.92546749306149e-09
"ENSMUSG00000004032","Gstm5",-0.545389377735357,1,-0.634571524211445,1,-1.59517063203052,0.155088257911347,-1.42667753256221,0.000121126950685237,1.04978125429516,0.0814674278349764,0.792106008350765,0.00103525835404734
"ENSMUSG00000004044","Cavin1",0.319465430250862,1,1.59751767813123,6.3728846402966e-06,2.02700850484503,0.0418086889853814,2.60971801043177,9.95615358104605e-24,-1.70754307459417,0.00663580631807086,-1.01220033230054,2.1223960456303e-06
"ENSMUSG00000004105","Angptl2",0.883287120883524,1,2.16550621050017,1.22270464913e-65,1.90856527769112,1.5979005436446e-13,2.63963453194035,2.40630585039589e-111,-1.02527815680759,3.71393565848664e-08,-0.474128321440182,4.93837621003715e-06
"ENSMUSG00000004113","Cacna1b",0.375179565307527,1,1.91014155732056,5.55935010200891e-05,0.987690361792675,0.573300391424346,2.04219213961513,2.75979834988187e-06,-0.612510796485148,0.0730867930673716,-0.132050582294566,0.777061357607951
"ENSMUSG00000004187","Kifc2",-0.8445693780948,1,-0.745375955328891,1,-1.55808141638869,0.268527865742911,-1.38364365896927,2.07618674058491e-05,0.713512038293895,0.370999363934998,0.638267703640384,0.00285579621368997
"ENSMUSG00000004207","Psap",0.0607369353790415,1,0.692057025866507,0.863102335826838,0.390679540281445,1,0.825305279106953,0.00590741686114238,-0.329942604902403,0.078488159516587,-0.133248253240446,0.200250046834262
"ENSMUSG00000004317","Clcn5",0.425489408669375,1,0.628461424038894,1,1.36092211746188,5.61695214237456e-17,0.588172363576146,1,-0.935432708792502,2.36245653429261e-24,0.040289060462748,0.650600171438312
"ENSMUSG00000004319","Clcn3",0.288522110419774,1,0.502675420883345,1,1.1916621667074,6.69552138224468e-07,0.673158056834806,0.429722297929687,-0.903140056287625,7.4518190394472e-15,-0.170482635951461,0.0238028767459632
"ENSMUSG00000004359","Spic",-0.705843991927191,1,-0.963077511699438,0.613062271298483,-1.51988895310882,0.153993017684337,-1.19731676172924,0.0373278681898421,0.814044961181626,0.170758979771546,0.234239250029801,0.535005770896954
"ENSMUSG00000004383","Large1",0.161815356098902,1,0.754383248538494,0.103586729328724,0.431343346366037,1,0.835230859155949,0.00106628650664662,-0.269527990267135,0.0381421628091155,-0.0808476106174554,0.415206812304807
"ENSMUSG00000004552","Ctse",-0.85656697614841,1,-0.616571559004857,1,-1.96329646481228,0.00392843787517915,-1.268724819254,0.0231536737065793,1.10672948866387,0.0292920897555501,0.652153260249141,0.0438419348178605
"ENSMUSG00000004609","Cd33",-0.386006220626158,1,-1.62416867948649,3.49415163851882e-11,-1.87937710588179,0.00864939054761855,-2.39671601626133,6.36218772848249e-31,1.49337088525563,0.00122158260039607,0.772547336774842,2.75159557071349e-05
"ENSMUSG00000004661","Arid3b",-0.21810726060767,1,-0.705317650728246,1,-0.618001349120731,1,-1.00798754258412,0.00109332000811507,0.399894088513061,0.0852874452408467,0.302669891855879,0.0453485183974249
"ENSMUSG00000004798","Ulk2",-0.41311952922543,1,-0.819843341846385,0.0437501029693131,-1.01547994154025,0.00106441512809846,-1.25149802036095,6.16362812740714e-15,0.602360412314819,7.5861842849967e-07,0.431654678514562,5.26932368724601e-06
"ENSMUSG00000004814","Ccl24",-0.561725905847754,1,0.73943163876749,1,4.55787515429544,1.01773386132551e-37,2.32309682014297,3.72601100642287e-13,-5.1196010601432,4.21090033348873e-50,-1.58366518137548,2.90241017941922e-11
"ENSMUSG00000004837","Grap",-0.0588021129088063,1,1.58414091243778,4.17473208742005e-05,0.327118970881152,1,1.98976269351528,2.81856493920464e-10,-0.385921083789958,0.15065243082943,-0.40562178107749,0.12093731136344
"ENSMUSG00000004891","Nes",0.641480485358411,1,1.75382402051606,0.0102413139634294,1.48134181456162,0.578052141185035,2.08707571672658,0.000129178267114105,-0.839861329203205,0.358429973937796,-0.333251696210519,0.551932223707237
"ENSMUSG00000004933","Matk",0.68770192381168,1,2.18871620434101,3.26982882787348e-62,1.94531956555097,3.43216639257679e-06,2.53980365435005,4.93796373577207e-93,-1.25761764173929,1.99062182290818e-05,-0.351087450009043,0.00133987402562393
"ENSMUSG00000005043","Sgsh",-0.646129098015371,1,-1.08755546130527,3.0323187174006e-08,-1.66136144748033,0.000107761056817692,-1.70905808592729,1.67647494241271e-39,1.01523234946496,0.000318067458172634,0.621502624622023,2.3182790371959e-11
"ENSMUSG00000005057","Sh2b2",0.372773324773386,1,0.726869873973312,0.697526767714312,1.54169062148311,4.25006050787728e-06,0.988722381928144,3.74970627680955e-05,-1.16891729670972,4.30676767306483e-09,-0.261852507954831,0.0159096592060811
"ENSMUSG00000005087","Cd44",0.373579852045709,1,0.721213500356293,0.868600570943224,1.01314077607226,0.000147561400118437,1.01067044948927,3.96857987125662e-05,-0.639560924026547,1.00173623001107e-09,-0.289456949132979,0.015296559651285
"ENSMUSG00000005125","Ndrg1",-0.621556494364831,1,-0.41792405641304,1,-1.88310745017226,1.41702285262113e-19,-0.713866921000636,0.39328799828718,1.26155095580743,4.6964230859361e-18,0.295942864587596,0.00429938096859786
"ENSMUSG00000005233","Spc25",0.305650903071355,1,0.834002412531533,1,0.119755572981533,1,1.19593698415789,0.0167625930101045,0.185895330089822,0.579579730403506,-0.361934571626354,0.215760262276028
"ENSMUSG00000005465","Il27ra",0.846031904887756,1,2.83198667210295,1.37710983918279e-46,2.15544793933862,0.000128762501320967,3.24209142577759,7.50651635264971e-66,-1.30941603445087,0.00132424082862701,-0.41010475367464,0.0123475484031099
"ENSMUSG00000005514","Por",0.00377069000113442,1,-0.627386582918661,1,-0.442073113980121,1,-0.850742687525273,1.98396923342861e-08,0.445843803981255,0.00669445786742315,0.223356104606612,1.40643117645727e-05
"ENSMUSG00000005533","Igf1r",-0.536357820345668,1,-0.67042032753187,1,-1.3784336607932,0.00669028086067829,-1.36032908373035,2.31895884412261e-12,0.842075840447528,0.00281010329324088,0.68990875619848,5.80103601026487e-09
"ENSMUSG00000005686","Ampd3",-0.191516541961567,1,-0.71248513039093,1,-1.06375239554188,0.0550989383410175,-1.13460686440489,1.8639803890413e-06,0.872235853580314,1.07197278892115e-05,0.422121734013965,0.00108261984153973
"ENSMUSG00000005718","Tfap4",-0.310264740389841,1,-0.578717219483361,1,-0.567431507937862,1,-1.00038395938302,0.0067144098718061,0.257166767548021,0.583852675673593,0.421666739899659,0.0107742094639316
"ENSMUSG00000005802","Slc30a4",0.40830119100809,1,2.14879125225683,2.70523494226035e-69,1.80665928497309,8.46666551365862e-08,2.60698173807617,2.02269343181883e-116,-1.398358093965,4.54742553400857e-10,-0.458190485819335,2.68877369877898e-06
"ENSMUSG00000005824","Tnfsf14",-0.0488209301475945,1,-1.70628591793499,1.44398356223392e-07,-1.68773089807302,0.154958022401364,-2.77066528540875,9.82343267789767e-22,1.63890996792543,0.00562979338052131,1.06437936747376,0.000118145928787569
"ENSMUSG00000005950","P2rx5",0.121765370005212,1,1.8741608383712,0.248271797065797,1.51988687922443,1,2.27193328135502,0.0213774107863236,-1.39812150921922,NA,-0.39777244298382,NA
"ENSMUSG00000005973","Rcn1",0.348302869956895,1,1.28550237402989,0.0176639024976207,1.03826414667952,0.226673756916396,1.65645493819569,9.37511454089945e-06,-0.689961276722622,0.00966091455838572,-0.370952564165801,0.226355664919309
"ENSMUSG00000005986","Ankrd13d",-0.383594239316421,1,-0.68864673057432,1,-1.10531953706436,0.220509366364021,-1.28347923682837,2.47416511959545e-06,0.721725297747943,0.0222436532922736,0.594832506254053,0.000300098347887565
"ENSMUSG00000006057","Atp5g1",0.3728354591113,1,0.49471690942525,1,0.702691234403092,1,0.887407270992637,0.00293137420004494,-0.329855775291792,0.236762940231196,-0.392690361567388,9.95967868527429e-05
"ENSMUSG00000006179","Prss16",-0.563248279000088,1,-0.101569711969615,1,-1.96748573698329,0.00251640757594611,-0.633666394627831,1,1.4042374579832,0.00218041430741848,0.532096682658216,0.168562519372466
"ENSMUSG00000006235","Epor",0.179462559431649,1,-1.39966882452491,0.534705826239525,-1.35971727942271,1,-2.07367381286431,0.0108876522184956,1.53917983885436,NA,0.674004988339399,0.364036957077788
"ENSMUSG00000006273","Atp6v1b2",0.216786229721773,1,0.607105412398631,1,0.882788372590533,0.0563945750096074,0.879806421894771,3.62927596577455e-06,-0.66600214286876,2.27421278950024e-08,-0.27270100949614,6.51668592118195e-05
"ENSMUSG00000006281","Tep1",-0.0873625182999888,1,0.803405198243902,0.00592104349262656,0.568509615589025,1,0.965008274008271,1.07306004246804e-08,-0.655872133889014,2.19965920676045e-10,-0.161603075764369,0.0496027151613469
"ENSMUSG00000006356","Crip2",-0.177950213166124,1,1.29033765782732,0.629949180659346,0.675484488266576,1,1.79867111315114,0.0193857715354987,-0.853434701432699,0.340106564463784,-0.508333455323823,0.378040249668952
"ENSMUSG00000006360","Crip1",0.391987136525075,1,1.00225639030296,4.44093819112113e-05,0.543102826368877,1,1.26543958702576,2.06172136579101e-13,-0.151115689843802,0.69841070895586,-0.263183196722795,0.0200993682897011
"ENSMUSG00000006362","Cbfa2t3",-0.360590066867985,1,1.25694949057465,0.00335620567763999,-0.259151993306224,1,1.54190021424984,1.51972213062887e-06,-0.101438073561761,0.809761523228764,-0.284950723675194,0.254911065777636
"ENSMUSG00000006411","Nectin4",-0.446323416993987,1,-0.833887121943736,0.426272035597061,-1.97094461735976,6.01368156052665e-06,-1.59105909800771,7.13951016313979e-13,1.52462120036577,5.20607584991464e-07,0.757171976063974,9.20869028157656e-07
"ENSMUSG00000006442","Srm",0.639948887313645,1,0.587616622907355,1,1.59919167000839,0.000796351798805153,1.11044094917961,0.000768431775375087,-0.959242782694744,0.00143143229185841,-0.522824326272257,0.00143029887646008
"ENSMUSG00000006476","Nsmf",0.0531131907556672,1,0.915246283320833,0.0644246726490497,0.706896483931475,1,1.44759376634611,8.41233055871774e-12,-0.653783293175808,0.000900308353400836,-0.532347483025274,0.000136994094984126
"ENSMUSG00000006517","Mvd",0.520656218795774,1,0.84644445520226,0.0343680748428934,1.03038128688852,0.23021269013214,1.25024166637791,4.34578560837443e-13,-0.509725068092743,0.0722244007703946,-0.403797211175648,3.05251568979323e-05
"ENSMUSG00000006651","Aplp1",-0.358613227006364,1,-0.995162038012266,0.801987563857107,-0.850138405382016,1,-1.42592415785098,0.0158763317373253,0.491525178375652,0.436341062645741,0.430762119838717,0.317191710136087
"ENSMUSG00000007021","Syngr3",-1.44200911820213,1,-2.51702999571715,0.0390732063242361,-2.0610347037662,0.672864139406286,-1.83039348241219,0.186492282242163,0.619025585564076,NA,-0.686636513304956,NA
"ENSMUSG00000007613","Tgfbr1",-0.0290567992195993,1,-0.521460704202334,1,-0.739696837331472,1,-1.1509450548519,4.47977309971764e-08,0.710640038111873,0.000427826142911856,0.629484350649561,5.08626293758803e-09
"ENSMUSG00000008035","Mid1ip1",-0.0285947012231091,1,-0.695287535681286,1,-0.565146578290316,1,-0.804014094506683,0.0487646104228755,0.536551877067207,0.000138653950852333,0.108726558825397,0.406153126266281
"ENSMUSG00000008193","Spib",-0.885763688905349,1,3.42387706204243,0.00451906891130135,0.169971653913352,1,3.49755216105993,0.0015402636181066,-1.0557353428187,NA,-0.0736750990175015,NA
"ENSMUSG00000008398","Elk3",-0.381349064266536,1,-0.870140107080425,0.00113448121870705,-1.10684340715377,0.00107186529160394,-1.18056285291588,5.1705682811785e-15,0.725494342887235,9.51276058638456e-07,0.310422745835459,0.000476249821169221
"ENSMUSG00000008435","Rdh13",0.324685158276061,1,0.576319850717716,1,1.03252848720255,0.0781064873095059,0.937107789937824,0.00055691963646952,-0.707843328926491,0.000462617639119685,-0.360787939220108,0.000570363721104089
"ENSMUSG00000008496","Pou2f2",-0.963973885323965,1,-1.27055986002585,0.000161485567794897,-2.61241583322607,3.71187416996058e-23,-2.35391301662061,2.88606969844089e-28,1.6484419479021,5.23605920834059e-15,1.08335315659476,4.54638995423691e-10
"ENSMUSG00000008734","Gprc5b",0.147697336764018,1,0.786319419214805,0.925471687480698,0.336479869018047,1,1.24507660956262,2.53946211111316e-05,-0.188782532254029,0.641206769915894,-0.458757190347814,0.00812322796647596
"ENSMUSG00000008845","Cd163",-0.423533726165568,1,-0.53485504923308,1,-1.06785200073923,0.0441547363475842,-0.797858148843152,0.175111524734416,0.644318274573665,0.00191578245103788,0.263003099610072,0.0662934492988363
"ENSMUSG00000009185","Ccl8",1.57587077320639,1,3.26887234942729,0.000389770281595421,3.23782281549199,0.000920641368767505,3.58696431852387,1.84739341035249e-05,-1.6619520422856,0.0253548970226262,-0.318091969096575,0.637484467203621
"ENSMUSG00000009292","Trpm2",-0.729875945251357,1,-1.25612099412486,0.000123674323219658,-2.01282384186536,0.000715707817126059,-1.7579232844877,2.05498058921588e-13,1.28294789661401,0.00300067104351083,0.501802290362831,0.0109175076845743
"ENSMUSG00000009545","Kcnq1",-0.0194622594723484,1,1.5989534403952,0.00536989449593656,2.46274960094888,0.0197700162187625,2.62274801079044,5.51912983892677e-12,-2.48221186042123,0.00057670317559677,-1.02379457039524,0.000784375197574607
